solarSystemName,solarSystemID,regionID,constellationID,wormholeClass,systemEffect,hour,minute,second,RAText,RADec,isAnom,status,href,notes
J112215,31001667,11000021,21000197,C4,,11,22,15,11h 22m 15s,170.5625,,,,
J112241,31001963,11000024,21000242,C5,Magnetar,11,22,41,11h 22m 41s,170.67083333333332,,,,
J112250,31000190,11000002,21000005,C1,,11,22,50,11h 22m 50s,170.70833333333334,,,,
J112309,31000712,11000007,21000056,C2,,11,23,9,11h 23m 09s,170.7875,,,,
J112325,31001903,11000024,21000234,C5,Cataclysmic Variable,11,23,25,11h 23m 25s,170.85416666666666,,,,
J112404,31001723,11000021,21000206,C4,Magnetar,11,24,4,11h 24m 04s,171.01666666666668,,,,
J112406,31000340,11000003,21000019,C1,Cataclysmic Variable,11,24,6,11h 24m 06s,171.025,,,,
J112417,31002445,11000030,21000307,C6,,11,24,17,11h 24m 17s,171.07083333333333,,,,
J112420,31001351,11000015,21000149,C3,,11,24,20,11h 24m 20s,171.08333333333334,,,,
J112450,31001641,11000020,21000193,C4,,11,24,50,11h 24m 50s,171.20833333333334,,,,
J112505,31000752,11000008,21000060,C2,,11,25,5,11h 25m 05s,171.27083333333334,,,,
J112520,31000833,11000008,21000067,C2,,11,25,20,11h 25m 20s,171.33333333333334,,,,
J112558,31000765,11000008,21000061,C2,,11,25,58,11h 25m 58s,171.49166666666667,,,,
J112603,31001926,11000024,21000237,C5,Black Hole,11,26,3,11h 26m 03s,171.5125,,,,
J112608,31000921,11000009,21000082,C3,,11,26,8,11h 26m 08s,171.53333333333333,,,,
J112610,31001397,11000016,21000156,C4,,11,26,10,11h 26m 10s,171.54166666666666,,,,
J112614,31000538,11000005,21000038,C2,,11,26,14,11h 26m 14s,171.55833333333334,,,,
J112617,31000817,11000008,21000066,C2,,11,26,17,11h 26m 17s,171.57083333333333,,,,
J112628,31000030,11000001,21000313,C1,Wolf-Rayet Star,11,26,28,11h 26m 28s,171.61666666666667,,,,
J112630,31001540,11000019,21000178,C4,,11,26,30,11h 26m 30s,171.625,,,,
J112656,31001083,11000012,21000107,C3,,11,26,56,11h 26m 56s,171.73333333333332,,,,
J112709,31001323,11000015,21000145,C3,Wolf-Rayet Star,11,27,9,11h 27m 09s,171.7875,,,,
J112715,31000797,11000008,21000064,C2,Red Giant,11,27,15,11h 27m 15s,171.8125,,,,
J112722,31001876,11000023,21000230,C4,Magnetar,11,27,22,11h 27m 22s,171.84166666666667,,,,
J112744,31000326,11000003,21000018,C1,,11,27,44,11h 27m 44s,171.93333333333334,,,,
J112747,31001361,11000015,21000150,C3,,11,27,47,11h 27m 47s,171.94583333333333,,,,
J112801,31000438,11000004,21000029,C2,,11,28,1,11h 28m 01s,172.00416666666666,,,,
J112820,31000427,11000004,21000028,C2,,11,28,20,11h 28m 20s,172.08333333333334,,,,
J112829,31002435,11000030,21000306,C6,,11,28,29,11h 28m 29s,172.12083333333334,,,,
J112844,31001989,11000025,21000245,C5,Pulsar,11,28,44,11h 28m 44s,172.18333333333334,,,,
J112850,31000914,11000009,21000081,C3,,11,28,50,11h 28m 50s,172.20833333333334,,,,
J112854,31001067,11000011,21000105,C3,Red Giant,11,28,54,11h 28m 54s,172.225,,,,
J112905,31000958,11000010,21000088,C3,,11,29,5,11h 29m 05s,172.27083333333334,,,,
J112913,31000143,11000002,21000001,C1,,11,29,13,11h 29m 13s,172.30416666666667,,,,
J112916,31000685,11000006,21000053,C2,,11,29,16,11h 29m 16s,172.31666666666666,,,,
J112918,31002315,11000029,21000290,C5,Black Hole,11,29,18,11h 29m 18s,172.325,,,,
J112928,31001584,11000019,21000184,C4,,11,29,28,11h 29m 28s,172.36666666666667,,,,
J112934,31000345,11000003,21000020,C1,,11,29,34,11h 29m 34s,172.39166666666668,,,,
J112942,31001322,11000015,21000144,C3,,11,29,42,11h 29m 42s,172.425,,,,
J112944,31000993,11000011,21000093,C3,,11,29,44,11h 29m 44s,172.43333333333334,,,,
J112948,31001293,11000014,21000140,C3,Black Hole,11,29,48,11h 29m 48s,172.45,,,,
J112954,31001280,11000014,21000138,C3,,11,29,54,11h 29m 54s,172.475,,,,
J112956,31000675,11000006,21000052,C2,Black Hole,11,29,56,11h 29m 56s,172.48333333333332,,,,
J113039,31000730,11000007,21000057,C2,,11,30,39,11h 30m 39s,172.6625,,,,
J113048,31001189,11000013,21000123,C3,,11,30,48,11h 30m 48s,172.7,,,,
J113050,31000221,11000002,21000008,C1,,11,30,50,11h 30m 50s,172.70833333333334,,,,
J113057,31000357,11000004,21000021,C2,,11,30,57,11h 30m 57s,172.7375,,,,
J113059,31002043,11000025,21000253,C5,,11,30,59,11h 30m 59s,172.74583333333334,,,,
J113108,31000486,11000005,21000033,C2,,11,31,8,11h 31m 08s,172.78333333333333,,,,
J113131,31001806,11000022,21000219,C4,,11,31,31,11h 31m 31s,172.87916666666666,,,,
J113133,31001864,11000023,21000229,C4,,11,31,33,11h 31m 33s,172.8875,,,,
J113143,31001166,11000012,21000120,C3,,11,31,43,11h 31m 43s,172.92916666666667,,,,
J113152,31001789,11000022,21000217,C4,,11,31,52,11h 31m 52s,172.96666666666667,,,,
J113158,31001751,11000021,21000210,C4,Red Giant,11,31,58,11h 31m 58s,172.99166666666667,,,,
J113221,31000647,11000006,21000049,C2,,11,32,21,11h 32m 21s,173.0875,,,,
J113223,31000869,11000008,21000071,C2,,11,32,23,11h 32m 23s,173.09583333333333,,,,
J113227,31001646,11000020,21000194,C4,Pulsar,11,32,27,11h 32m 27s,173.1125,,,,
J113230,31000400,11000004,21000025,C2,,11,32,30,11h 32m 30s,173.125,,,,
J113243,31000985,11000010,21000092,C3,,11,32,43,11h 32m 43s,173.17916666666667,,,,
J113250,31001469,11000018,21000167,C4,Magnetar,11,32,50,11h 32m 50s,173.20833333333334,,,,
J113323,31000674,11000006,21000052,C2,Wolf-Rayet Star,11,33,23,11h 33m 23s,173.34583333333333,,,,
J113334,31001126,11000012,21000113,C3,,11,33,34,11h 33m 34s,173.39166666666668,,,,
J113339,31001205,11000013,21000126,C3,Pulsar,11,33,39,11h 33m 39s,173.4125,,,,
J113347,31001155,11000012,21000118,C3,,11,33,47,11h 33m 47s,173.44583333333333,,,,
J113420,31000976,11000010,21000091,C3,,11,34,20,11h 34m 20s,173.58333333333334,,,,
J113432,31001203,11000013,21000126,C3,Black Hole,11,34,32,11h 34m 32s,173.63333333333333,,,,
J113434,31000016,11000001,21000312,C1,,11,34,34,11h 34m 34s,173.64166666666668,,,,
J113437,31001828,11000022,21000223,C4,,11,34,37,11h 34m 37s,173.65416666666667,,,,
J113449,31000718,11000007,21000056,C2,Magnetar,11,34,49,11h 34m 49s,173.70416666666668,,,,
J113451,31000924,11000009,21000083,C3,,11,34,51,11h 34m 51s,173.7125,,,,
J113453,31001790,11000022,21000217,C4,Magnetar,11,34,53,11h 34m 53s,173.72083333333333,,,,
J113456,31001408,11000016,21000157,C4,,11,34,56,11h 34m 56s,173.73333333333332,,,,
J113506,31000154,11000002,21000002,C1,,11,35,6,11h 35m 06s,173.775,,,,
J113508,31001746,11000021,21000210,C4,,11,35,8,11h 35m 08s,173.78333333333333,,,,
J113530,31000960,11000010,21000088,C3,Magnetar,11,35,30,11h 35m 30s,173.875,,,,
J113543,31001029,11000011,21000099,C3,,11,35,43,11h 35m 43s,173.92916666666667,,,,
J113551,31001677,11000021,21000199,C4,Red Giant,11,35,51,11h 35m 51s,173.9625,,,,
J113619,31000972,11000010,21000090,C3,Black Hole,11,36,19,11h 36m 19s,174.07916666666668,,,,
J113629,31000883,11000009,21000076,C3,,11,36,29,11h 36m 29s,174.12083333333334,,,,
J113632,31000318,11000003,21000017,C1,Magnetar,11,36,32,11h 36m 32s,174.13333333333333,,,,
J113636,31002045,11000025,21000253,C5,Cataclysmic Variable,11,36,36,11h 36m 36s,174.15,,,,
J113647,31001265,11000014,21000135,C3,,11,36,47,11h 36m 47s,174.19583333333333,,,,
J113653,31000081,11000001,21000318,C1,,11,36,53,11h 36m 53s,174.22083333333333,,,,
J113701,31002018,11000025,21000249,C5,,11,37,1,11h 37m 01s,174.25416666666666,,,,
J113705,31001227,11000014,21000130,C3,Black Hole,11,37,5,11h 37m 05s,174.27083333333334,,,,
J113712,31002225,11000028,21000278,C5,Cataclysmic Variable,11,37,12,11h 37m 12s,174.3,,,,
J113721,31000069,11000001,21000317,C1,,11,37,21,11h 37m 21s,174.3375,,,,
J113723,31000812,11000008,21000066,C2,,11,37,23,11h 37m 23s,174.34583333333333,,,,
J113727,31001516,11000019,21000174,C4,Magnetar,11,37,27,11h 37m 27s,174.3625,,,,
J113730,31001413,11000016,21000158,C4,Red Giant,11,37,30,11h 37m 30s,174.375,,,,
J113754,31001463,11000018,21000166,C4,Magnetar,11,37,54,11h 37m 54s,174.475,,,,
J113758,31002026,11000025,21000251,C5,,11,37,58,11h 37m 58s,174.49166666666667,,,,
J113813,31001763,11000021,21000212,C4,Pulsar,11,38,13,11h 38m 13s,174.55416666666667,,,,
J113820,31000153,11000002,21000002,C1,,11,38,20,11h 38m 20s,174.58333333333334,,,,
J113907,31002101,11000026,21000261,C5,,11,39,7,11h 39m 07s,174.77916666666667,,,,
J113918,31000333,11000003,21000018,C1,,11,39,18,11h 39m 18s,174.825,,,,
J113923,31001053,11000011,21000103,C3,,11,39,23,11h 39m 23s,174.84583333333333,,,,
J113925,31001377,11000016,21000153,C4,Black Hole,11,39,25,11h 39m 25s,174.85416666666666,,,,
J113950,31001774,11000022,21000214,C4,,11,39,50,11h 39m 50s,174.95833333333334,,,,
J114003,31002386,11000030,21000299,C6,Magnetar,11,40,3,11h 40m 03s,175.0125,,,,
J114008,31000763,11000008,21000061,C2,Magnetar,11,40,8,11h 40m 08s,175.03333333333333,,,,
J114010,31001245,11000014,21000132,C3,,11,40,10,11h 40m 10s,175.04166666666666,,,,
J114014,31002084,11000026,21000259,C5,Wolf-Rayet Star,11,40,14,11h 40m 14s,175.05833333333334,,,,
J114019,31001985,11000025,21000245,C5,,11,40,19,11h 40m 19s,175.07916666666668,,,,
J114026,31001458,11000017,21000165,C4,,11,40,26,11h 40m 26s,175.10833333333332,,,,
J114031,31001834,11000022,21000224,C4,,11,40,31,11h 40m 31s,175.12916666666666,,,,
J114033,31000072,11000001,21000318,C1,Wolf-Rayet Star,11,40,33,11h 40m 33s,175.1375,,,,
J114041,31002193,11000027,21000273,C5,,11,40,41,11h 40m 41s,175.17083333333332,,,,
J114046,31000519,11000005,21000037,C2,Red Giant,11,40,46,11h 40m 46s,175.19166666666666,,,,
J114048,31000905,11000009,21000080,C3,,11,40,48,11h 40m 48s,175.2,,,,
J114055,31000496,11000005,21000034,C2,,11,40,55,11h 40m 55s,175.22916666666666,,,,
J114100,31002281,11000028,21000285,C5,Wolf-Rayet Star,11,41,0,11h 41m 00s,175.25,,,,
J114107,31000209,11000002,21000007,C1,,11,41,7,11h 41m 07s,175.27916666666667,,,,
J114119,31001210,11000013,21000127,C3,Black Hole,11,41,19,11h 41m 19s,175.32916666666668,,,,
J114127,31001052,11000011,21000103,C3,Black Hole,11,41,27,11h 41m 27s,175.3625,,,,
J114133,31001700,11000021,21000202,C4,Magnetar,11,41,33,11h 41m 33s,175.3875,,,,
J114154,31002003,11000025,21000247,C5,Cataclysmic Variable,11,41,54,11h 41m 54s,175.475,,,,
J114225,31000887,11000009,21000077,C3,,11,42,25,11h 42m 25s,175.60416666666666,,,,
J114306,31000527,11000005,21000037,C2,,11,43,6,11h 43m 06s,175.775,,,,
J114308,31000766,11000008,21000061,C2,,11,43,8,11h 43m 08s,175.78333333333333,,,,
J114313,31000214,11000002,21000007,C1,,11,43,13,11h 43m 13s,175.80416666666667,,,,
J114315,31002302,11000029,21000288,C5,,11,43,15,11h 43m 15s,175.8125,,,,
J114318,31001826,11000022,21000223,C4,Red Giant,11,43,18,11h 43m 18s,175.825,,,,
J114330,31000970,11000010,21000090,C3,,11,43,30,11h 43m 30s,175.875,,,,
J114337,31002050,11000025,21000254,C5,,11,43,37,11h 43m 37s,175.90416666666667,,,,
J114342,31000881,11000009,21000076,C3,Black Hole,11,43,42,11h 43m 42s,175.925,,,,
J114346,31000380,11000004,21000023,C2,,11,43,46,11h 43m 46s,175.94166666666666,,,,
J114353,31001940,11000024,21000239,C5,Red Giant,11,43,53,11h 43m 53s,175.97083333333333,,,,
J114355,31001532,11000019,21000176,C4,Cataclysmic Variable,11,43,55,11h 43m 55s,175.97916666666666,,,,
J114358,31001161,11000012,21000119,C3,,11,43,58,11h 43m 58s,175.99166666666667,,,,
J114403,31002006,11000025,21000247,C5,Black Hole,11,44,3,11h 44m 03s,176.0125,,,,
J114405,31000482,11000005,21000033,C2,,11,44,5,11h 44m 05s,176.02083333333334,,,,
J114408,31001721,11000021,21000206,C4,,11,44,8,11h 44m 08s,176.03333333333333,,,,
J114420,31000189,11000002,21000005,C1,,11,44,20,11h 44m 20s,176.08333333333334,,,,
J114430,31002441,11000030,21000306,C6,Magnetar,11,44,30,11h 44m 30s,176.125,,,,
J114441,31002198,11000028,21000274,C5,,11,44,41,11h 44m 41s,176.17083333333332,,,,
J114443,31002057,11000025,21000255,C5,Magnetar,11,44,43,11h 44m 43s,176.17916666666667,,,,
J114506,31001231,11000014,21000130,C3,,11,45,6,11h 45m 06s,176.275,,,,
J114508,31001164,11000012,21000119,C3,,11,45,8,11h 45m 08s,176.28333333333333,,,,
J114518,31002059,11000025,21000255,C5,Cataclysmic Variable,11,45,18,11h 45m 18s,176.325,,,,
J114528,31000593,11000006,21000044,C2,Red Giant,11,45,28,11h 45m 28s,176.36666666666667,,,,
J114530,31001679,11000021,21000199,C4,Cataclysmic Variable,11,45,30,11h 45m 30s,176.375,,,,
J114537,31002182,11000027,21000272,C5,Cataclysmic Variable,11,45,37,11h 45m 37s,176.40416666666667,,,,
J114540,31000115,11000001,21000321,C1,,11,45,40,11h 45m 40s,176.41666666666666,,,,
J114546,31000164,11000002,21000003,C1,,11,45,46,11h 45m 46s,176.44166666666666,,,,
J114612,31001267,11000014,21000136,C3,,11,46,12,11h 46m 12s,176.55,,,,
J114627,31001033,11000011,21000100,C3,Wolf-Rayet Star,11,46,27,11h 46m 27s,176.6125,,,,
J114648,31000899,11000009,21000079,C3,Pulsar,11,46,48,11h 46m 48s,176.7,,,,
J114700,31000011,11000001,21000311,C1,,11,47,0,11h 47m 00s,176.75,,,,
J114712,31000550,11000005,21000040,C2,,11,47,12,11h 47m 12s,176.8,,,,
J114719,31000216,11000002,21000008,C1,,11,47,19,11h 47m 19s,176.82916666666668,,,,
J114735,31001707,11000021,21000204,C4,,11,47,35,11h 47m 35s,176.89583333333334,,,,
J114749,31000589,11000006,21000043,C2,,11,47,49,11h 47m 49s,176.95416666666668,,,,
J114758,31000494,11000005,21000034,C2,Pulsar,11,47,58,11h 47m 58s,176.99166666666667,,,,
J114809,31002503,11000025,21000248,C5,,11,48,9,11h 48m 09s,177.0375,,,,
J114835,31000374,11000004,21000022,C2,,11,48,35,11h 48m 35s,177.14583333333334,,,,
J114842,31002088,11000026,21000259,C5,,11,48,42,11h 48m 42s,177.175,,,,
J114905,31000120,11000001,21000322,C1,,11,49,5,11h 49m 05s,177.27083333333334,,,,
J114914,31000287,11000002,21000014,C1,Cataclysmic Variable,11,49,14,11h 49m 14s,177.30833333333334,,,,
J114916,31001147,11000012,21000117,C3,,11,49,16,11h 49m 16s,177.31666666666666,,,,
J115008,31002434,11000030,21000305,C6,Red Giant,11,50,8,11h 50m 08s,177.53333333333333,,,,
J115015,31001015,11000011,21000097,C3,Cataclysmic Variable,11,50,15,11h 50m 15s,177.5625,,,,
J115018,31001387,11000016,21000154,C4,Wolf-Rayet Star,11,50,18,11h 50m 18s,177.575,,,,
J115026,31001513,11000019,21000174,C4,Black Hole,11,50,26,11h 50m 26s,177.60833333333332,,,,
J115031,31001824,11000022,21000222,C4,,11,50,31,11h 50m 31s,177.62916666666666,,,,
J115041,31002013,11000025,21000249,C5,,11,50,41,11h 50m 41s,177.67083333333332,,,,
J115048,31000131,11000001,21000323,C1,,11,50,48,11h 50m 48s,177.7,,,,
J115118,31001459,11000017,21000165,C4,,11,51,18,11h 51m 18s,177.825,,,,
J115124,31002312,11000029,21000290,C5,,11,51,24,11h 51m 24s,177.85,,,,
J115127,31002004,11000025,21000247,C5,,11,51,27,11h 51m 27s,177.8625,,,,
J115136,31001066,11000011,21000105,C3,,11,51,36,11h 51m 36s,177.9,,,,
J115200,31000205,11000002,21000007,C1,,11,52,0,11h 52m 00s,178,,,,
J115216,31000283,11000002,21000014,C1,,11,52,16,11h 52m 16s,178.06666666666666,,,,
J115234,31000820,11000008,21000066,C2,,11,52,34,11h 52m 34s,178.14166666666668,,,,
J115253,31000994,11000011,21000094,C3,,11,52,53,11h 52m 53s,178.22083333333333,,,,
J115304,31001609,11000020,21000188,C4,,11,53,4,11h 53m 04s,178.26666666666668,,,,
J115308,31002165,11000027,21000270,C5,Red Giant,11,53,8,11h 53m 08s,178.28333333333333,,,,
J115310,31000694,11000006,21000054,C2,,11,53,10,11h 53m 10s,178.29166666666666,,,,
J115314,31000613,11000006,21000045,C2,Cataclysmic Variable,11,53,14,11h 53m 14s,178.30833333333334,,,,
J115327,31000750,11000007,21000059,C2,Wolf-Rayet Star,11,53,27,11h 53m 27s,178.3625,,,,
J115334,31000588,11000006,21000043,C2,Cataclysmic Variable,11,53,34,11h 53m 34s,178.39166666666668,,,,
J115347,31000686,11000006,21000053,C2,,11,53,47,11h 53m 47s,178.44583333333333,,,,
J115405,31002238,11000028,21000280,C5,,11,54,5,11h 54m 05s,178.52083333333334,,,,
J115418,31002142,11000027,21000267,C5,,11,54,18,11h 54m 18s,178.575,,,,
J115422,31002177,11000027,21000271,C5,,11,54,22,11h 54m 22s,178.59166666666667,,,,
J115448,31001358,11000015,21000150,C3,,11,54,48,11h 54m 48s,178.7,,,,
J115502,31001149,11000012,21000117,C3,,11,55,2,11h 55m 02s,178.75833333333333,,,,
J115504,31001045,11000011,21000101,C3,,11,55,4,11h 55m 04s,178.76666666666668,,,,
J115512,31001242,11000014,21000132,C3,,11,55,12,11h 55m 12s,178.8,,,,
J115517,31001969,11000025,21000243,C5,,11,55,17,11h 55m 17s,178.82083333333333,,,,
J115520,31002134,11000027,21000266,C5,Wolf-Rayet Star,11,55,20,11h 55m 20s,178.83333333333334,,,,
J115522,31002064,11000026,21000256,C5,,11,55,22,11h 55m 22s,178.84166666666667,,,,
J115528,31001634,11000020,21000192,C4,,11,55,28,11h 55m 28s,178.86666666666667,,,,
J115530,31000624,11000006,21000047,C2,,11,55,30,11h 55m 30s,178.875,,,,
J115545,31000119,11000001,21000322,C1,,11,55,45,11h 55m 45s,178.9375,,,,
J115547,31001404,11000016,21000157,C4,Cataclysmic Variable,11,55,47,11h 55m 47s,178.94583333333333,,,,
J115549,31000064,11000001,21000317,C1,,11,55,49,11h 55m 49s,178.95416666666668,,,,
J115552,31001481,11000018,21000169,C4,,11,55,52,11h 55m 52s,178.96666666666667,,,,
J115554,31001672,11000021,21000198,C4,,11,55,54,11h 55m 54s,178.975,,,,
J115644,31002194,11000028,21000274,C5,,11,56,44,11h 56m 44s,179.18333333333334,,,,
J115651,31000475,11000005,21000032,C2,,11,56,51,11h 56m 51s,179.2125,,,,
J115658,31001693,11000021,21000201,C4,,11,56,58,11h 56m 58s,179.24166666666667,,,,
J115700,31000734,11000007,21000058,C2,Wolf-Rayet Star,11,57,0,11h 57m 00s,179.25,,,,
J115706,31000906,11000009,21000080,C3,,11,57,6,11h 57m 06s,179.275,,,,
J115727,31002311,11000029,21000289,C5,,11,57,27,11h 57m 27s,179.3625,,,,
J115734,31000611,11000006,21000045,C2,Cataclysmic Variable,11,57,34,11h 57m 34s,179.39166666666668,,,,
J115738,31000192,11000002,21000005,C1,Pulsar,11,57,38,11h 57m 38s,179.40833333333333,,,,
J115808,31000346,11000003,21000020,C1,,11,58,8,11h 58m 08s,179.53333333333333,,,,
J115815,31000160,11000002,21000002,C1,,11,58,15,11h 58m 15s,179.5625,,,,
J115823,31000325,11000003,21000018,C1,,11,58,23,11h 58m 23s,179.59583333333333,,,,
J115844,31002375,11000030,21000298,C6,,11,58,44,11h 58m 44s,179.68333333333334,,,,
J115855,31002377,11000030,21000298,C6,,11,58,55,11h 58m 55s,179.72916666666666,,,,
J115901,31002280,11000028,21000285,C5,,11,59,1,11h 59m 01s,179.75416666666666,,,,
J115905,31002299,11000029,21000288,C5,Magnetar,11,59,5,11h 59m 05s,179.77083333333334,,,,
J115907,31002243,11000028,21000280,C5,Wolf-Rayet Star,11,59,7,11h 59m 07s,179.77916666666667,,,,
J115909,31001374,11000015,21000152,C3,,11,59,9,11h 59m 09s,179.7875,,,,
J115911,31000585,11000006,21000043,C2,Wolf-Rayet Star,11,59,11,11h 59m 11s,179.79583333333332,,,,
J115918,31000918,11000009,21000082,C3,Pulsar,11,59,18,11h 59m 18s,179.825,,,,
J115923,31002371,11000030,21000297,C6,,11,59,23,11h 59m 23s,179.84583333333333,,,,
J115933,31002136,11000027,21000266,C5,Pulsar,11,59,33,11h 59m 33s,179.8875,,,,
J115935,31002396,11000030,21000300,C6,,11,59,35,11h 59m 35s,179.89583333333334,,,,
J115950,31002252,11000028,21000282,C5,Red Giant,11,59,50,11h 59m 50s,179.95833333333334,,,,
J120010,31002107,11000026,21000262,C5,,12,0,10,12h 00m 10s,180.04166666666666,,,,
J120103,31002419,11000030,21000304,C6,Red Giant,12,1,3,12h 01m 03s,180.2625,,,,
J120124,31001258,11000014,21000134,C3,,12,1,24,12h 01m 24s,180.35,,,,
J120131,31001848,11000022,21000226,C4,,12,1,31,12h 01m 31s,180.37916666666666,,,,
J120134,31001849,11000022,21000226,C4,Pulsar,12,1,34,12h 01m 34s,180.39166666666668,,,,
J120252,31000603,11000006,21000045,C2,,12,2,52,12h 02m 52s,180.71666666666667,,,,
J120256,31000289,11000002,21000014,C1,,12,2,56,12h 02m 56s,180.73333333333332,,,,
J120308,31000425,11000004,21000027,C2,,12,3,8,12h 03m 08s,180.78333333333333,,,,
J120310,31000446,11000004,21000029,C2,Black Hole,12,3,10,12h 03m 10s,180.79166666666666,,,,
J120316,31001835,11000022,21000224,C4,Cataclysmic Variable,12,3,16,12h 03m 16s,180.81666666666666,,,,
J120335,31000200,11000002,21000006,C1,,12,3,35,12h 03m 35s,180.89583333333334,,,,
J120338,31000273,11000002,21000013,C1,Wolf-Rayet Star,12,3,38,12h 03m 38s,180.90833333333333,,,,
J120354,31002292,11000029,21000287,C5,Cataclysmic Variable,12,3,54,12h 03m 54s,180.975,,,,
J120357,31001142,11000012,21000116,C3,,12,3,57,12h 03m 57s,180.9875,,,,
J120409,31001551,11000019,21000179,C4,,12,4,9,12h 04m 09s,181.0375,,,,
J120431,31000306,11000003,21000016,C1,,12,4,31,12h 04m 31s,181.12916666666666,,,,
J120437,31002131,11000027,21000265,C5,,12,4,37,12h 04m 37s,181.15416666666667,,,,
J120442,31000546,11000005,21000039,C2,,12,4,42,12h 04m 42s,181.175,,,,
J120450,31001554,11000019,21000180,C4,Red Giant,12,4,50,12h 04m 50s,181.20833333333334,,,,
J120452,31001022,11000011,21000098,C3,,12,4,52,12h 04m 52s,181.21666666666667,,,,
J120455,31000722,11000007,21000057,C2,,12,4,55,12h 04m 55s,181.22916666666666,,,,
J120512,31002389,11000030,21000300,C6,Cataclysmic Variable,12,5,12,12h 05m 12s,181.3,,,,
J120522,31000121,11000001,21000322,C1,,12,5,22,12h 05m 22s,181.34166666666667,,,,
J120546,31002213,11000028,21000276,C5,Black Hole,12,5,46,12h 05m 46s,181.44166666666666,,,,
J120619,31000497,11000005,21000034,C2,,12,6,19,12h 06m 19s,181.57916666666668,,,,
J120621,31000226,11000002,21000008,C1,,12,6,21,12h 06m 21s,181.5875,,,,
J120634,31000794,11000008,21000064,C2,,12,6,34,12h 06m 34s,181.64166666666668,,,,
J120643,31001505,11000018,21000172,C4,Pulsar,12,6,43,12h 06m 43s,181.67916666666667,,,,
J120704,31000629,11000006,21000047,C2,,12,7,4,12h 07m 04s,181.76666666666668,,,,
J120726,31000370,11000004,21000022,C2,,12,7,26,12h 07m 26s,181.85833333333332,,,,
J120734,31000150,11000002,21000001,C1,,12,7,34,12h 07m 34s,181.89166666666668,,,,
J120742,31001345,11000015,21000148,C3,,12,7,42,12h 07m 42s,181.925,,,,
J120750,31002500,11000024,21000239,C5,,12,7,50,12h 07m 50s,181.95833333333334,,,,
J120816,31001990,11000025,21000245,C5,Red Giant,12,8,16,12h 08m 16s,182.06666666666666,,,,
J120823,31002092,11000026,21000260,C5,Magnetar,12,8,23,12h 08m 23s,182.09583333333333,,,,
J120844,31001845,11000022,21000225,C4,,12,8,44,12h 08m 44s,182.18333333333334,,,,
J120922,31002322,11000029,21000291,C5,Red Giant,12,9,22,12h 09m 22s,182.34166666666667,,,,
J120924,31000774,11000008,21000062,C2,,12,9,24,12h 09m 24s,182.35,,,,
J120928,31000500,11000005,21000035,C2,Red Giant,12,9,28,12h 09m 28s,182.36666666666667,,,,
J120937,31001393,11000016,21000155,C4,,12,9,37,12h 09m 37s,182.40416666666667,,,,
J120945,31001059,11000011,21000104,C3,Pulsar,12,9,45,12h 09m 45s,182.4375,,,,
J121006,31001712,11000021,21000204,C4,Pulsar,12,10,6,12h 10m 06s,182.525,,,,
J121027,31001362,11000015,21000151,C3,,12,10,27,12h 10m 27s,182.6125,,,,
J121105,31001141,11000012,21000116,C3,,12,11,5,12h 11m 05s,182.77083333333334,,,,
J121116,31001593,11000019,21000186,C4,Wolf-Rayet Star,12,11,16,12h 11m 16s,182.81666666666666,,,,
J121131,31000080,11000001,21000318,C1,Wolf-Rayet Star,12,11,31,12h 11m 31s,182.87916666666666,,,,
J121146,31001958,11000024,21000241,C5,,12,11,46,12h 11m 46s,182.94166666666666,,,,
J121158,31000220,11000002,21000008,C1,Black Hole,12,11,58,12h 11m 58s,182.99166666666667,,,,
J121230,31001910,11000024,21000235,C5,,12,12,30,12h 12m 30s,183.125,,,,
J121300,31001150,11000012,21000117,C3,Red Giant,12,13,0,12h 13m 00s,183.25,,,,
J121323,31000813,11000008,21000066,C2,,12,13,23,12h 13m 23s,183.34583333333333,,,,
J121347,31001501,11000018,21000172,C4,Cataclysmic Variable,12,13,47,12h 13m 47s,183.44583333333333,,,,
J121358,31000022,11000001,21000312,C1,,12,13,58,12h 13m 58s,183.49166666666667,,,,
J121412,31000554,11000005,21000040,C2,Wolf-Rayet Star,12,14,12,12h 14m 12s,183.55,,,,
J121416,31002118,11000026,21000263,C5,Magnetar,12,14,16,12h 14m 16s,183.56666666666666,,,,
J121418,31000152,11000002,21000002,C1,,12,14,18,12h 14m 18s,183.575,,,,
J121422,31001290,11000014,21000139,C3,,12,14,22,12h 14m 22s,183.59166666666667,,,,
J121450,31002204,11000028,21000275,C5,,12,14,50,12h 14m 50s,183.70833333333334,,,,
J121452,31000989,11000011,21000093,C3,,12,14,52,12h 14m 52s,183.71666666666667,,,,
J121454,31000430,11000004,21000028,C2,,12,14,54,12h 14m 54s,183.725,,,,
J121459,31002197,11000028,21000274,C5,,12,14,59,12h 14m 59s,183.74583333333334,,,,
J121507,31001295,11000014,21000140,C3,,12,15,7,12h 15m 07s,183.77916666666667,,,,
J121516,31000114,11000001,21000321,C1,,12,15,16,12h 15m 16s,183.81666666666666,,,,
J121558,31001642,11000020,21000193,C4,,12,15,58,12h 15m 58s,183.99166666666667,,,,
J121603,31001175,11000012,21000121,C3,,12,16,3,12h 16m 03s,184.0125,,,,
J121623,31001528,11000019,21000176,C4,Pulsar,12,16,23,12h 16m 23s,184.09583333333333,,,,
